molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL5954413,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccc(C(F)(F)F)cc3)cc2)cc1Oc1cnc2[nH]ccc2c1,1884.0,intermediate
CHEMBL6046208,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3cccc(C4CC4)c3)cc2)cc1Oc1cnc2[nH]ccc2c1,1075.0,intermediate
CHEMBL5566790,Cc1ccccc1C1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,14.0,active
CHEMBL5557735,CC(C)c1ccccc1C1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,6.6,active
CHEMBL5561570,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccccc3-c3ccccc3)cc2)cc1Oc1cnc2[nH]ccc2c1,43.0,active
CHEMBL5878519,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccc(C4CC4)cc3)cc2)cc1Oc1cnc2[nH]ccc2c1,133.0,active
CHEMBL5849462,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCCCC3c3ccccc3)cc2)cc1Oc1cnc2[nH]ccc2c1,31.0,active
CHEMBL5567852,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCCC3c3ccccc3)cc2)cc1Oc1cnc2[nH]ccc2c1,80.0,active
CHEMBL5946898,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccc(Cl)c(Cl)c3)cc2)cc1Oc1cnc2[nH]ccc2c1,1122.0,intermediate
CHEMBL5972023,COc1ccccc1C1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,14.0,active
CHEMBL5806787,COc1ccc(C2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)cc1,191.0,active
CHEMBL6045461,CC1(C)CC(c2ccccc2)N(c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)C1=O,71.0,active
CHEMBL5884281,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3C(=O)CC3c3ccccc3)cc2)cc1Oc1cnc2[nH]ccc2c1,41.0,active
CHEMBL5568324,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(C3CCCN3c3ccccc3)cc2)cc1Oc1cnc2[nH]ccc2c1,76.0,active
CHEMBL5754545,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(C3CCCN3Cc3ccccc3)cc2)cc1Oc1cnc2[nH]ccc2c1,241.0,active
CHEMBL5910360,CCc1cccc(CC2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)c1,13.0,active
CHEMBL6059224,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3Cc3cccc(C4CCCC4)c3)cc2)cc1Oc1cnc2[nH]ccc2c1,34.0,active
CHEMBL5560980,CC1(c2ccccc2)CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,54.0,active
CHEMBL5560980,CC1(c2ccccc2)CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,10.0,active
CHEMBL5563244,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCC(c4ccccc4)C3)cc2)cc1Oc1cnc2[nH]ccc2c1,281.0,active
CHEMBL5532222,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3cccnc3)cc2)cc1Oc1cnc2[nH]ccc2c1,26.0,active
CHEMBL5527871,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3C3CCCCC3)cc2)cc1Oc1cnc2[nH]ccc2c1,221.0,active
CHEMBL5742232,Cc1ccccc1N1CCCC1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,20.0,active
CHEMBL5557529,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3c(F)cccc3Cl)cc2)cc1Oc1cnc2[nH]ccc2c1,26.0,active
CHEMBL5858004,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccccc3)c(F)c2)cc1Oc1cnc2[nH]ccc2c1,87.0,active
CHEMBL5532439,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccccc3C3CCC3)cc2)cc1Oc1cnc2[nH]ccc2c1,13.0,active
CHEMBL5558697,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccccc3C3CCCCC3)cc2)cc1Oc1cnc2[nH]ccc2c1,130.0,active
CHEMBL5557096,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCC3c3ccccc3)cc2)cc1Oc1cnc2[nH]ccc2c1,977.0,active
CHEMBL5785783,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3(c3ccccc3)C(F)(F)F)cc2)cc1Oc1cnc2[nH]ccc2c1,9.0,active
CHEMBL5978045,CCC1(c2ccccc2)CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,36.0,active
CHEMBL5784373,CN1CCN(c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)C(c2ccccc2)C1,14.0,active
CHEMBL6040153,CC(C)c1ccccc1C1CCCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,27.0,active
CHEMBL5780829,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(C3CCC(=O)N3c3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,1000.0,active
CHEMBL5876808,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(C3CCCN3c3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,59.0,active
CHEMBL5900945,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(C3CCCN3c3ccccc3[N+](=O)[O-])cc2)cc1Oc1cnc2[nH]ccc2c1,29.0,active
CHEMBL5517916,CC(C)(C)c1ccccc1C1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,31.0,active
CHEMBL5836637,CN(C)c1ccccc1C1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,8.5,active
CHEMBL5938561,CS(=O)(=O)Nc1ccccc1C1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,18.0,active
CHEMBL5804195,CN1CC=C(c2ccccc2C2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,3.9,active
CHEMBL5557944,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccccc3C3CC3)c(F)c2)cc1Oc1cnc2[nH]ccc2c1,40.0,active
CHEMBL5567807,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccccc3C3CC3)cc2F)cc1Oc1cnc2[nH]ccc2c1,13.0,active
CHEMBL5889012,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CC(F)CC3c3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,2.9,active
CHEMBL5834695,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CC(Cl)CC3c3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,5.3,active
CHEMBL5899122,COC1CC(c2ccccc2C2CC2)N(c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)C1,17.0,active
CHEMBL5967713,CC1CCN(c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)C1c1ccccc1C1CC1,5.2,active
CHEMBL5982840,CC1(C)CCN(c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)C1c1ccccc1C1CC1,23.0,active
CHEMBL6006767,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,56.0,active
CHEMBL5848564,CCC1CCCCC1C1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,186.0,active
CHEMBL5563903,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3Cc3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,942.0,active
CHEMBL6022796,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3cnccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,15.0,active
CHEMBL5938623,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccnn3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,43.0,active
CHEMBL5858367,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3cccc(Cl)c3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,283.0,active
CHEMBL6024224,Cc1ccc(C2CC2)c(C2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)c1,125.0,active
CHEMBL5828646,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(CN3CCCC3c3ccccc3)cc2)cc1Oc1cnc2[nH]ccc2c1,49.0,active
CHEMBL6057930,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(CN3CCCC3c3ccccc3Cl)cc2)cc1Oc1cnc2[nH]ccc2c1,83.0,active
CHEMBL5523489,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(CN3CCCC3c3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,85.0,active
CHEMBL5919993,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCN(CC3CCCN3c3ccccc3)CC2)cc1Oc1cnc2[nH]ccc2c1,95.0,active
CHEMBL5793276,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(CN3CCCC3c3ccc(Cl)cc3)cc2)cc1Oc1cnc2[nH]ccc2c1,141.0,active
CHEMBL5839944,CC1(C)CCC(Cc2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)=C(c2ccc(Cl)cc2)C1,17.0,active
CHEMBL5783061,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCN(C(=O)C3CCCN3c3ccccc3)CC2)cc1Oc1cnc2[nH]ccc2c1,64.0,active
CHEMBL5568386,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CC(CN3CCCC3c3ccccc3C3CC3)C2)cc1Oc1cnc2[nH]ccc2c1,16.0,active
CHEMBL5564702,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC(CN3CCCC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,5.3,active
CHEMBL5893602,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC(CN3CCC[C@H]3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,2.2,active
CHEMBL5845601,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(CN3CCC[C@H]3c3cccc(C4CC4)c3)cc2)cc1Oc1cnc2[nH]ccc2c1,89.0,active
CHEMBL5868833,COC(=O)c1ccc(C2=CCC(N3CCCC3c3ccccc3)CC2)cc1Oc1cnc2[nH]ccc2c1,5.9,active
CHEMBL5905439,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3Br)CC2)cc1Oc1cnc2[nH]ccc2c1,14.0,active
CHEMBL5953429,COC(=O)c1ccc(C2=CCC(N3CCCC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,7.3,active
CHEMBL5841782,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3cccc(C4CC4)c3)CC2)cc1Oc1cnc2[nH]ccc2c1,7.9,active
CHEMBL5997904,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3cccnc3)CC2)cc1Oc1cnc2[nH]ccc2c1,53.0,active
CHEMBL5908012,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3Cc3ccccc3)CC2)cc1Oc1cnc2[nH]ccc2c1,24.0,active
CHEMBL5976895,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccn3)CC2)cc1Oc1cnc2[nH]ccc2c1,30.0,active
CHEMBL5932525,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3-c3ccoc3)CC2)cc1Oc1cnc2[nH]ccc2c1,58.0,active
CHEMBL5936446,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3Cl)CC2)cc1Oc1cnc2[nH]ccc2c1,26.0,active
CHEMBL5920168,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3C(F)(F)F)CC2)cc1Oc1cnc2[nH]ccc2c1,31.0,active
CHEMBL5815573,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3cccc4ccccc34)CC2)cc1Oc1cnc2[nH]ccc2c1,89.0,active
CHEMBL5910978,CC1(C)CC(c2ccccc2)N(C2CC=C(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,226.0,active
CHEMBL5791810,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3c(Cl)cccc3Cl)CC2)cc1Oc1cnc2[nH]ccc2c1,78.0,active
CHEMBL5756431,CCCc1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,18.0,active
CHEMBL5741586,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3-c3cccs3)CC2)cc1Oc1cnc2[nH]ccc2c1,62.0,active
CHEMBL5954289,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3Cc3ccccc3)CC2)cc1Oc1cnc2[nH]ccc2c1,57.0,active
CHEMBL5998503,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccncc3)CC2)cc1Oc1cnc2[nH]ccc2c1,124.0,active
CHEMBL6016863,CC(C)c1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,21.0,active
CHEMBL5875766,C=C(C)c1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,28.0,active
CHEMBL5857178,CC(C)Cc1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,49.0,active
CHEMBL5748708,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3CC3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,60.0,active
CHEMBL5982871,N#C[C@H]1C[C@H]1c1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,3.0,active
CHEMBL5826225,N#C[C@H]1C[C@@H]1c1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,20.0,active
CHEMBL5869282,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3[C@H]3CC3(F)F)CC2)cc1Oc1cnc2[nH]ccc2c1,32.0,active
CHEMBL5890286,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3[C@@H]3CC3(F)F)CC2)cc1Oc1cnc2[nH]ccc2c1,62.0,active
CHEMBL5834233,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3C3CCC3)CC2)cc1Oc1cnc2[nH]ccc2c1,29.0,active
CHEMBL6006213,CN(C)c1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,3.3,active
CHEMBL5957647,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3OC(F)F)CC2)cc1Oc1cnc2[nH]ccc2c1,41.0,active
CHEMBL5874645,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3OC(F)(F)F)CC2)cc1Oc1cnc2[nH]ccc2c1,51.0,active
CHEMBL6063832,CCCOc1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,19.0,active
CHEMBL5780526,COCCOc1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,14.0,active
CHEMBL6059936,CC(C)Oc1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,12.0,active
CHEMBL5971182,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3OC3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,18.0,active
CHEMBL5983625,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3c(Cl)cccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,48.0,active
CHEMBL5955049,Cc1cccc(C)c1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,30.0,active
CHEMBL5862498,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3cccc(F)c3Cl)CC2)cc1Oc1cnc2[nH]ccc2c1,222.0,active
CHEMBL6018319,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3cccc(Cl)c3Cl)CC2)cc1Oc1cnc2[nH]ccc2c1,117.0,active
CHEMBL5833010,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3cccc(Cl)c3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,14.0,active
CHEMBL5835008,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3cccc(F)c3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,92.0,active
CHEMBL5969360,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccc(F)cc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,23.0,active
CHEMBL5862976,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3cc(F)ccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,41.0,active
CHEMBL5932341,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3c(F)cccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,12.0,active
CHEMBL6063626,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3sccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,30.0,active
CHEMBL5901849,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3C3CCCCC3)CC2)cc1Oc1cnc2[nH]ccc2c1,7.3,active
CHEMBL5928106,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3cccc4ccsc34)CC2)cc1Oc1cnc2[nH]ccc2c1,147.0,active
CHEMBL6057270,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3C#Cc3ccccc3)CC2)cc1Oc1cnc2[nH]ccc2c1,69.0,active
CHEMBL5940828,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3C3CCNCC3)CC2)cc1Oc1cnc2[nH]ccc2c1,14.0,active
CHEMBL5968888,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3Oc3ccccc3)CC2)cc1Oc1cnc2[nH]ccc2c1,110.0,active
CHEMBL5740413,COc1ccc(C2CC2)c(C2CCCN2C2CC=C(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)c1,28.0,active
CHEMBL5854884,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CC=CC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,18.0,active
